"HouseStyle","No_of_Bedrooms","Full_Bath","Half_Bath","Total_Sqft","Garage_Type","FirstExterior","SecondExterior","Overall_Condition","Overall_Quality"
"2Story",5,2,0,4420,"Detchd","Wd Sdng","Wd Sdng",4,6
"2Story",3,2,1,4040,"Attchd","VinylSd","VinylSd",5,8
"2Story",3,2,1,3200,"Attchd","VinylSd","VinylSd",5,6
"1Story",2,1,0,1972,"Detchd","Wd Sdng","Wd Sdng",5,6
"1.5Fin",3,1,0,2504,"Attchd","VinylSd","VinylSd",5,6
"1.5Fin",2,1,0,2040,"0","VinylSd","VinylSd",8,5
"1Story",2,2,0,3134,"Attchd","Plywood","ImStucc",5,6
"1Story",3,1,0,2334,"Detchd","Stucco","Stucco",5,5
"1Story",2,1,0,1904,"Detchd","HdBoard","HdBoard",7,5
"2Story",4,2,1,3736,"Attchd","Plywood","Plywood",7,5
"2Story",4,3,0,5656,"BuiltIn","VinylSd","VinylSd",5,8
"1Story",3,1,0,2012,"0","Wd Sdng","Plywood",3,5
"1.5Fin",2,1,0,1848,"Detchd","MetalSd","MetalSd",4,4
"1.5Fin",3,1,0,3152,"Detchd","MetalSd","MetalSd",6,5
"1Story",3,2,0,2596,"Attchd","Wd Sdng","Wd Shng",5,6
"2Story",3,1,1,3128,"Attchd","MetalSd","MetalSd",7,7
"1.5Fin",2,1,0,2222,"Detchd","Wd Sdng","Wd Sdng",7,7
"2Story",3,1,0,2964,"Detchd","VinylSd","VinylSd",9,7
"1Story",2,1,0,1864,"Attchd","BrkFace","BrkFace",5,6
"1Story",3,1,1,2932,"Attchd","HdBoard","Plywood",4,5
"1Story",2,1,0,3622,"Attchd","Stone","Stone",7,6
"1Story",2,1,0,1632,"Detchd","Wd Sdng","Wd Sdng",8,6
"2Story",4,1,2,3640,"Attchd","VinylSd","VinylSd",6,7
"1Story",3,2,0,2874,"Attchd","Plywood","Plywood",8,5
"SLvl",3,2,0,2530,"Attchd","BrkFace","BrkFace",8,5
"1Story",2,2,0,2628,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,2,0,3160,"Attchd","VinylSd","VinylSd",5,8
"2Story",4,2,1,3752,"Attchd","HdBoard","HdBoard",6,6
"2Story",3,2,1,2912,"Attchd","Plywood","Brk Cmn",5,6
"1Story",3,1,0,3280,"Detchd","HdBoard","HdBoard",7,6
"1Story",3,1,0,1788,"Attchd","VinylSd","VinylSd",5,5
"SFoyer",0,0,2,2516,"CarPort","Plywood","Plywood",4,4
"SLvl",2,1,1,2864,"Attchd","Plywood","Plywood",7,5
"1Story",3,2,0,3004,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,2,0,3388,"Attchd","VinylSd","VinylSd",5,8
"2Story",3,2,1,3342,"Attchd","VinylSd","VinylSd",5,6
"2Story",4,2,0,4216,"Basment","Stucco","Stucco",7,6
"2Story",4,3,1,7254,"Attchd","HdBoard","HdBoard",5,10
"SLvl",3,1,0,2236,"Attchd","Plywood","Plywood",6,6
"1Story",3,1,0,2522,"Attchd","MetalSd","MetalSd",6,6
"2Story",2,2,1,2500,"Detchd","MetalSd","MetalSd",5,7
"1.5Fin",3,3,0,5693,"0","MetalSd","MetalSd",6,5
"2Story",4,2,1,4690,"Detchd","Wd Sdng","Wd Sdng",8,6
"1.5Fin",4,2,1,5744,"Attchd","HdBoard","HdBoard",5,8
"1Story",3,1,0,1846,"Attchd","HdBoard","Plywood",5,5
"1.5Fin",3,1,0,2448,"Detchd","MetalSd","MetalSd",8,6
"1.5Fin",3,1,1,2686,"Detchd","Wd Sdng","Wd Sdng",6,5
"1Story",3,1,0,2248,"0","Wd Sdng","Wd Sdng",5,5
"2Story",4,2,1,5028,"Attchd","MetalSd","MetalSd",5,7
"1Story",2,2,0,3304,"Attchd","CemntBd","CmentBd",5,8
"2Story",4,3,1,8952,"Attchd","Wd Sdng","ImStucc",5,10
"1Story",2,1,0,2260,"Detchd","Stucco","Stucco",6,5
"1Story",3,1,1,3144,"2Types","MetalSd","MetalSd",4,5
"1.5Fin",4,1,0,2442,"Attchd","AsbShng","AsbShng",7,5
"2Story",3,2,0,3398,"CarPort","HdBoard","HdBoard",5,3
"1Story",2,2,0,3248,"Attchd","ImStucc","ImStucc",5,8
"2Story",3,2,1,3320,"Attchd","VinylSd","VinylSd",5,7
"2Story",3,2,1,3608,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,1,0,3244,"2Types","MetalSd","MetalSd",4,4
"2Story",2,2,1,2882,"Detchd","MetalSd","MetalSd",5,8
"1.5Fin",3,1,0,2944,"Detchd","VinylSd","VinylSd",8,5
"1Story",2,2,0,2448,"Attchd","VinylSd","VinylSd",5,6
"2Story",4,1,1,2704,"Attchd","HdBoard","HdBoard",7,6
"2Story",3,2,1,2912,"Attchd","VinylSd","VinylSd",5,6
"2Story",4,2,1,3726,"BuiltIn","VinylSd","VinylSd",5,7
"2.5Unf",3,1,0,3380,"Detchd","MetalSd","MetalSd",6,7
"1Story",3,2,0,2424,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,1,1,2764,"Attchd","HdBoard","HdBoard",5,4
"1Story",3,1,0,1728,"Attchd","MetalSd","MetalSd",5,4
"2Story",3,2,1,3558,"Attchd","VinylSd","VinylSd",5,7
"1.5Fin",3,1,0,2696,"Detchd","Wd Sdng","Wd Sdng",8,5
"1Story",3,2,0,3260,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,1,1,2148,"Attchd","HdBoard","HdBoard",6,5
"1Story",3,2,0,4392,"Attchd","HdBoard","HdBoard",7,7
"1Story",2,1,0,2112,"Detchd","HdBoard","HdBoard",4,4
"1Story",3,2,0,3400,"Attchd","VinylSd","VinylSd",5,6
"1Story",3,1,0,2566,"Detchd","MetalSd","MetalSd",7,5
"1Story",3,2,0,3320,"Attchd","VinylSd","VinylSd",5,8
"2Story",3,2,1,3690,"Attchd","Wd Sdng","Wd Sdng",5,6
"1.5Fin",4,2,0,3504,"Basment","Wd Sdng","Wd Sdng",7,8
"1Story",2,1,0,1344,"Attchd","MetalSd","MetalSd",6,4
"SLvl",0,0,0,1920,"Attchd","VinylSd","VinylSd",9,4
"SFoyer",3,1,0,1998,"Attchd","MetalSd","MetalSd",5,5
"1Story",3,1,0,1788,"Detchd","VinylSd","VinylSd",5,5
"1.5Fin",4,2,0,3804,"Attchd","VinylSd","VinylSd",5,6
"1Story",3,2,0,2628,"Attchd","CemntBd","CmentBd",5,8
"1.5Fin",2,1,0,1824,"0","AsbShng","AsbShng",5,4
"2Story",3,1,1,2436,"0","CemntBd","CmentBd",5,6
"1Story",2,1,0,1824,"Attchd","Wd Sdng","Wd Sdng",5,5
"1Story",3,1,0,2422,"Attchd","HdBoard","HdBoard",5,5
"1.5Fin",3,2,0,3692,"Attchd","Wd Sdng","Wd Sdng",6,6
"1Story",4,2,0,4272,"Detchd","Wd Sdng","Wd Sdng",3,5
"2Story",3,2,1,2980,"Attchd","VinylSd","VinylSd",5,7
"SLvl",3,1,0,2276,"Attchd","VinylSd","VinylSd",8,6
"2Story",4,2,1,3866,"BuiltIn","VinylSd","VinylSd",5,6
"1Story",2,1,0,1824,"Detchd","VinylSd","VinylSd",8,5
"1Story",1,1,1,3404,"Attchd","MetalSd","MetalSd",5,9
"SLvl",4,2,0,3014,"Basment","BrkFace","HdBoard",5,5
"1.5Fin",4,2,2,5240,"BuiltIn","Plywood","Plywood",5,5
"SLvl",3,1,0,2380,"Attchd","Wd Sdng","Wd Sdng",6,5
"1Story",2,2,0,2448,"CarPort","HdBoard","HdBoard",5,4
"1Story",3,1,0,2376,"Attchd","Plywood","Plywood",5,5
"2Story",4,1,1,3928,"0","MetalSd","MetalSd",6,5
"2Story",4,1,1,3568,"Detchd","Wd Sdng","Wd Sdng",5,5
"2Story",2,2,1,3252,"BuiltIn","VinylSd","Wd Shng",5,7
"2Story",4,2,1,3896,"BuiltIn","VinylSd","VinylSd",5,7
"1Story",3,1,1,2282,"Detchd","VinylSd","VinylSd",5,6
"1Story",2,2,0,2968,"Attchd","VinylSd","VinylSd",5,8
"2Story",3,2,1,3536,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,2,0,3378,"Attchd","VinylSd","VinylSd",6,7
"SFoyer",3,2,0,2346,"Attchd","Plywood","Plywood",6,7
"1Story",2,2,1,4152,"Attchd","VinylSd","VinylSd",5,10
"2Story",3,1,0,3034,"Detchd","BrkFace","Stucco",7,8
"SLvl",3,3,1,3736,"BuiltIn","VinylSd","VinylSd",7,6
"2Story",3,2,1,3106,"Attchd","VinylSd","VinylSd",5,7
"SLvl",3,1,0,2068,"Attchd","HdBoard","HdBoard",5,6
"2.5Unf",3,1,1,4116,"Detchd","AsbShng","AsbShng",5,6
"1Story",3,1,0,1976,"Attchd","MetalSd","MetalSd",7,5
"1Story",3,2,1,4220,"Attchd","BrkFace","BrkFace",5,7
"1Story",2,2,0,2810,"Attchd","VinylSd","Wd Shng",5,7
"1Story",3,1,0,1748,"Attchd","HdBoard","HdBoard",6,5
"2Story",3,2,1,4334,"Attchd","Wd Sdng","Wd Sdng",7,7
"2Story",3,2,1,3312,"BuiltIn","VinylSd","VinylSd",5,7
"1.5Fin",3,1,0,2734,"Detchd","Wd Sdng","Wd Sdng",6,6
"1Story",2,2,0,3974,"Attchd","HdBoard","HdBoard",5,8
"1Story",2,1,0,1728,"0","Wd Sdng","Wd Sdng",8,5
"SLvl",2,2,0,2332,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,1,1,2108,"Attchd","HdBoard","HdBoard",8,6
"2Story",3,2,1,3350,"BuiltIn","VinylSd","VinylSd",5,6
"1Story",2,1,0,2100,"Attchd","MetalSd","MetalSd",6,5
"1.5Fin",5,1,0,3576,"Attchd","Wd Sdng","Wd Sdng",5,4
"2Story",3,1,0,3648,"Detchd","Wd Sdng","Wd Sdng",6,6
"1Story",2,2,0,2674,"Attchd","MetalSd","MetalSd",5,6
"2Story",3,2,1,2904,"Detchd","MetalSd","MetalSd",5,7
"2.5Unf",4,1,1,3778,"Detchd","Wd Sdng","Wd Sdng",4,7
"1Story",3,2,0,4036,"Attchd","Stucco","CmentBd",5,9
"1.5Fin",4,3,1,6894,"BuiltIn","Stucco","Stucco",9,8
"1.5Fin",3,1,1,3048,"Attchd","MetalSd","MetalSd",5,5
"1Story",0,0,1,3048,"Attchd","Plywood","Plywood",6,7
"1Story",3,2,0,2978,"Attchd","BrkFace","BrkFace",7,6
"1Story",3,1,0,1870,"Attchd","HdBoard","Plywood",6,5
"SLvl",2,1,0,2714,"Basment","Plywood","Plywood",7,6
"1.5Fin",3,2,0,2500,"Detchd","Wd Sdng","Wd Shng",6,5
"2Story",4,2,0,3840,"Detchd","AsbShng","AsbShng",5,5
"2Story",3,1,1,2790,"Attchd","HdBoard","Plywood",6,6
"SLvl",3,1,1,3448,"Attchd","HdBoard","HdBoard",5,6
"2Story",3,2,1,4062,"Attchd","VinylSd","VinylSd",5,8
"1.5Fin",2,1,0,2256,"Detchd","MetalSd","MetalSd",4,4
"1Story",3,2,0,3146,"Attchd","VinylSd","VinylSd",5,7
"1Story",2,2,0,2678,"Attchd","HdBoard","HdBoard",5,7
"1Story",3,2,0,2080,"Detchd","HdBoard","HdBoard",7,5
"2Story",4,2,2,3648,"0","MetalSd","Wd Shng",5,6
"1.5Fin",4,2,0,4894,"Detchd","Wd Sdng","Wd Shng",7,6
"1.5Fin",4,1,0,2824,"Detchd","MetalSd","MetalSd",6,6
"1Story",3,1,1,2656,"Attchd","HdBoard","HdBoard",5,6
"1Story",4,2,0,3164,"Attchd","Wd Sdng","Wd Sdng",5,5
"1Story",2,2,0,3318,"Attchd","CemntBd","CmentBd",5,8
"2Story",3,2,1,3940,"BuiltIn","VinylSd","VinylSd",5,8
"SLvl",3,1,0,2304,"Attchd","Wd Sdng","HdBoard",7,5
"2Story",3,2,1,2604,"Detchd","CemntBd","CmentBd",7,5
"2Story",4,2,0,4744,"Attchd","Wd Sdng","Wd Sdng",4,5
"2Story",4,2,1,3328,"Attchd","HdBoard","HdBoard",5,7
"1Story",2,1,0,1728,"Detchd","WdShing","Plywood",7,5
"1Story",3,1,1,2104,"Attchd","HdBoard","HdBoard",5,5
"1Story",3,2,0,2256,"Attchd","MetalSd","MetalSd",6,5
"SFoyer",2,2,0,2144,"Basment","VinylSd","VinylSd",5,6
"2Story",3,2,1,11284,"Attchd","Stucco","Stucco",5,10
"1Story",3,1,1,2492,"Attchd","BrkFace","BrkFace",7,5
"2Story",3,2,1,3966,"Attchd","VinylSd","VinylSd",5,7
"2Story",3,1,0,2988,"Attchd","Wd Sdng","Wd Sdng",7,6
"2Story",4,2,1,5052,"Attchd","VinylSd","VinylSd",5,8
"1Story",3,2,0,3232,"Attchd","VinylSd","VinylSd",5,7
"2Story",3,2,0,3416,"Detchd","VinylSd","VinylSd",5,7
"1Story",2,2,0,3304,"Attchd","VinylSd","VinylSd",5,9
"1Story",2,2,0,2736,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,1,0,1980,"Detchd","VinylSd","VinylSd",5,5
"1Story",2,1,0,2244,"Attchd","MetalSd","MetalSd",7,5
"1Story",3,2,0,2588,"Attchd","HdBoard","HdBoard",5,6
"1Story",3,2,0,3804,"Attchd","BrkFace","HdBoard",8,7
"1Story",3,2,0,2548,"Attchd","VinylSd","VinylSd",5,7
"2Story",4,2,1,5620,"Attchd","Wd Sdng","Wd Sdng",5,8
"2Story",4,2,1,5198,"BuiltIn","VinylSd","VinylSd",5,9
"1Story",3,1,0,1896,"Detchd","Wd Sdng","Wd Sdng",6,4
"2Story",4,2,1,4224,"Attchd","HdBoard","HdBoard",5,6
"1Story",3,2,0,3260,"Attchd","VinylSd","VinylSd",5,8
"1Story",2,2,0,2704,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,2,0,3574,"Attchd","VinylSd","VinylSd",5,8
"1Story",3,1,0,1896,"Attchd","Wd Sdng","Wd Sdng",5,4
"1Story",3,1,1,2956,"Attchd","BrkFace","BrkFace",3,6
"1Story",2,1,0,1440,"Detchd","VinylSd","VinylSd",6,3
"2Story",3,2,1,3846,"Attchd","HdBoard","HdBoard",5,7
"1Story",2,1,0,1416,"0","VinylSd","VinylSd",7,4
"1Story",2,2,0,3590,"Attchd","VinylSd","VinylSd",5,8
"1Story",2,1,0,1592,"0","AsbShng","AsbShng",4,4
"1Story",3,1,0,1548,"0","MetalSd","MetalSd",6,3
"1Story",3,1,0,1632,"Attchd","VinylSd","VinylSd",9,5
"1.5Fin",5,2,0,5584,"Detchd","BrkFace","Wd Sdng",7,6
"2Story",3,2,1,3264,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,2,0,3176,"Attchd","VinylSd","VinylSd",5,8
"SLvl",3,1,0,1908,"Detchd","MetalSd","MetalSd",5,5
"1Story",2,1,0,1632,"Detchd","MetalSd","MetalSd",6,4
"1.5Fin",2,1,1,2720,"Detchd","Wd Sdng","Wd Sdng",6,5
"2Story",3,1,1,2730,"Attchd","HdBoard","HdBoard",6,5
"1Story",2,2,0,2668,"Attchd","Plywood","Plywood",5,6
"1Story",4,2,0,3312,"Detchd","Plywood","Plywood",5,5
"1Story",2,1,0,1386,"0","Wd Sdng","Wd Sdng",4,4
"2Story",3,2,1,3722,"BuiltIn","VinylSd","VinylSd",5,7
"1Story",3,1,0,1728,"Attchd","MetalSd","MetalSd",7,5
"1Story",3,1,0,1744,"Detchd","MetalSd","MetalSd",5,4
"1Story",3,1,0,2228,"Detchd","VinylSd","VinylSd",5,6
"2Story",3,2,1,4338,"Attchd","VinylSd","VinylSd",5,8
"1.5Fin",3,1,1,3826,"Detchd","BrkFace","Stone",6,6
"2Story",3,2,1,2912,"Attchd","VinylSd","VinylSd",5,7
"1Story",2,1,0,1920,"Detchd","MetalSd","MetalSd",4,4
"1Story",3,2,0,4312,"Attchd","BrkFace","HdBoard",7,7
"1Story",3,2,0,3552,"Attchd","VinylSd","VinylSd",5,8
"1Story",3,2,0,2988,"Attchd","VinylSd","VinylSd",5,7
"2Story",4,2,0,4511,"0","MetalSd","MetalSd",5,8
"2Story",6,2,2,5268,"Detchd","MetalSd","MetalSd",5,5
"2Story",4,1,1,3432,"Attchd","HdBoard","HdBoard",6,6
"1.5Fin",2,1,0,2352,"Detchd","MetalSd","MetalSd",9,6
"1.5Fin",4,2,1,6476,"Attchd","VinylSd","VinylSd",5,8
"2Story",3,2,1,3730,"Attchd","VinylSd","VinylSd",5,7
"SLvl",4,3,0,3840,"Attchd","MetalSd","MetalSd",6,7
"1Story",3,1,0,1784,"Attchd","HdBoard","HdBoard",5,5
"1Story",3,1,1,2156,"Attchd","VinylSd","VinylSd",6,5
"2Story",3,2,1,3146,"Detchd","MetalSd","MetalSd",5,6
"1Story",3,2,0,3960,"Attchd","VinylSd","VinylSd",5,9
"2Story",4,3,1,5202,"BuiltIn","MetalSd","Wd Sdng",6,5
"1Story",3,2,0,3060,"Attchd","VinylSd","VinylSd",5,7
"1.5Fin",4,2,0,3476,"Attchd","VinylSd","VinylSd",4,4
"2Story",3,2,1,2824,"BuiltIn","VinylSd","VinylSd",5,6
"2Story",2,2,1,2320,"Detchd","MetalSd","MetalSd",5,7
"2Story",3,2,1,3348,"Attchd","VinylSd","VinylSd",5,7
"2Story",3,2,1,3580,"Attchd","VinylSd","VinylSd",5,7
"2Story",4,2,0,2950,"Attchd","CemntBd","CmentBd",6,5
"1Story",1,1,0,1696,"Attchd","VinylSd","VinylSd",5,6
"1Story",3,2,0,3336,"Attchd","VinylSd","VinylSd",5,8
"1.5Fin",2,1,0,2748,"Detchd","CBlock","CBlock",6,4
"SLvl",3,1,0,3322,"BuiltIn","AsbShng","AsbShng",6,6
"2Story",3,2,1,4194,"Detchd","VinylSd","VinylSd",6,7
"1Story",2,2,1,5266,"Attchd","VinylSd","VinylSd",5,10
"2Story",3,2,1,3916,"Attchd","CemntBd","CmentBd",5,7
"1Story",3,2,0,3142,"Attchd","VinylSd","VinylSd",5,8
"1Story",2,1,0,1580,"Detchd","Wd Sdng","Wd Sdng",5,6
"1.5Fin",3,2,0,3208,"Detchd","Wd Sdng","Wd Sdng",5,5
"2Story",2,1,1,1974,"Detchd","HdBoard","HdBoard",5,6
"SLvl",3,2,1,2788,"BuiltIn","VinylSd","VinylSd",5,5
"1Story",2,1,0,1728,"Detchd","Stucco","Stucco",3,3
"1Story",4,2,1,4234,"Attchd","BrkFace","Plywood",7,6
"2Story",4,1,1,3524,"Detchd","Wd Sdng","Wd Sdng",7,7
"1Story",3,2,0,2832,"Attchd","Wd Sdng","Wd Sdng",7,5
"1.5Fin",2,1,0,2516,"Detchd","WdShing","Wd Shng",5,6
"1.5Fin",3,1,0,2308,"Detchd","VinylSd","VinylSd",8,4
"2Story",5,3,1,5568,"Attchd","Plywood","Plywood",5,7
"1.5Fin",5,2,0,5052,"Detchd","Stucco","Stucco",7,6
"1Story",3,2,0,3492,"Attchd","VinylSd","VinylSd",5,9
"1.5Fin",3,1,0,2436,"Detchd","Wd Sdng","Wd Sdng",6,6
"1Story",3,2,0,3050,"Attchd","VinylSd","VinylSd",5,7
"1Story",4,2,0,3168,"Detchd","Plywood","Plywood",5,5
"SFoyer",3,1,0,1800,"Attchd","HdBoard","HdBoard",5,5
"1.5Fin",3,2,0,3824,"Detchd","Wd Sdng","Wd Sdng",7,6
"1Story",2,2,0,3000,"Attchd","VinylSd","VinylSd",5,7
"2Story",4,2,1,4964,"BuiltIn","VinylSd","VinylSd",5,8
"1Story",3,1,0,3374,"Detchd","Wd Sdng","Wd Sdng",5,5
"2Story",4,1,1,3026,"Detchd","MetalSd","MetalSd",8,5
"1.5Fin",3,1,1,3808,"Attchd","VinylSd","Wd Sdng",4,5
"1.5Fin",3,2,1,3216,"Detchd","WdShing","Wd Shng",6,6
"1.5Fin",3,1,0,2316,"BuiltIn","WdShing","Wd Shng",7,6
"2Story",3,2,1,3186,"Attchd","VinylSd","VinylSd",5,6
"1Story",2,2,0,2588,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,2,0,2928,"Attchd","VinylSd","VinylSd",5,8
"1.5Fin",3,1,0,2428,"Detchd","Wd Sdng","Wd Sdng",4,3
"1Story",2,2,0,3292,"Attchd","CemntBd","CmentBd",5,8
"SFoyer",2,1,0,1536,"Detchd","HdBoard","Wd Shng",7,5
"1Story",3,1,0,1666,"0","HdBoard","Plywood",5,5
"2Story",3,1,0,2726,"Detchd","VinylSd","VinylSd",7,4
"2Story",3,2,1,4186,"Attchd","Plywood","Plywood",6,7
"2Story",3,2,1,3680,"Attchd","VinylSd","VinylSd",5,7
"1.5Fin",3,1,1,3336,"Attchd","VinylSd","VinylSd",8,6
"1Story",2,2,0,2080,"Detchd","BrkFace","Stone",5,4
"1Story",2,2,0,3688,"Attchd","VinylSd","VinylSd",5,8
"1.5Fin",4,1,1,3696,"Detchd","Wd Sdng","Wd Sdng",7,6
"1Story",1,2,0,3138,"Attchd","VinylSd","VinylSd",5,7
"2Story",4,2,0,4580,"Detchd","VinylSd","AsbShng",6,4
"2Story",3,2,1,4900,"Attchd","VinylSd","VinylSd",5,8
"1Story",3,1,1,2288,"Detchd","HdBoard","HdBoard",5,5
"1Story",3,2,0,3688,"Attchd","Plywood","Plywood",5,6
"2Story",3,2,1,2832,"Attchd","HdBoard","HdBoard",6,6
"1Story",2,2,0,2138,"Attchd","Plywood","Plywood",5,6
"1Story",1,1,0,1696,"Attchd","VinylSd","VinylSd",5,6
"SLvl",4,2,0,4402,"Attchd","Plywood","Plywood",7,6
"1Story",2,1,0,2688,"Detchd","HdBoard","HdBoard",5,5
"1Story",3,1,0,2504,"Detchd","HdBoard","HdBoard",6,6
"2Story",3,2,1,4254,"Attchd","VinylSd","VinylSd",5,7
"1.5Fin",3,1,1,3116,"Attchd","MetalSd","MetalSd",6,5
"1Story",2,1,0,1608,"Attchd","MetalSd","MetalSd",7,5
"1Story",3,2,0,2880,"Attchd","MetalSd","MetalSd",7,6
"2Story",4,2,1,3676,"BuiltIn","VinylSd","VinylSd",5,5
"1Story",2,2,0,1916,"Attchd","Plywood","Plywood",6,6
"1Story",4,2,0,1936,"Detchd","Wd Sdng","Wd Sdng",6,4
"2Story",3,2,1,3584,"Attchd","VinylSd","VinylSd",5,6
"1Story",3,2,0,2252,"Attchd","BrkFace","BrkFace",5,5
"1Story",3,1,1,3074,"Attchd","Wd Sdng","Wd Sdng",9,6
"1Story",3,1,0,1728,"Detchd","HdBoard","HdBoard",6,4
"1Story",2,2,0,3864,"Attchd","VinylSd","VinylSd",5,8
"1Story",2,1,0,2472,"Attchd","MetalSd","MetalSd",7,6
"SLvl",3,2,1,3450,"Attchd","HdBoard","HdBoard",6,7
"2.5Fin",3,2,0,4726,"Detchd","MetalSd","MetalSd",7,6
"1Story",1,1,0,1696,"Attchd","VinylSd","VinylSd",5,6
"2Story",3,2,1,4014,"Attchd","VinylSd","VinylSd",5,10
"1.5Unf",2,1,0,1904,"Detchd","Wd Sdng","Wd Sdng",6,6
"1Story",3,2,0,2844,"Attchd","VinylSd","VinylSd",5,7
"SFoyer",3,1,0,1826,"Detchd","VinylSd","VinylSd",5,6
"1Story",3,1,0,2376,"Attchd","HdBoard","HdBoard",7,5
"2Story",3,2,1,4180,"Attchd","VinylSd","VinylSd",5,8
"2Story",2,1,1,2692,"Detchd","MetalSd","HdBoard",7,4
"SFoyer",1,1,0,1260,"0","CemntBd","CmentBd",7,5
"2Story",4,2,2,3584,"0","VinylSd","VinylSd",5,5
"1Story",3,2,0,3156,"Attchd","CemntBd","CmentBd",5,8
"SLvl",2,1,0,2144,"Basment","VinylSd","VinylSd",5,5
"1Story",3,1,0,2280,"0","VinylSd","VinylSd",5,5
"1Story",2,2,0,2442,"Attchd","VinylSd","VinylSd",5,7
"2Story",3,2,1,3294,"Attchd","VinylSd","VinylSd",5,6
"1Story",3,2,0,4146,"Attchd","Plywood","Plywood",6,6
"2Story",4,2,0,4680,"Attchd","CemntBd","CmentBd",9,7
"1Story",2,1,0,2156,"Attchd","MetalSd","MetalSd",6,5
"1Story",3,1,1,2512,"Attchd","HdBoard","HdBoard",6,5
