"HouseStyle","No_of_Bedrooms","No_of_Bath","Garage_Type","Total_Sqft","Lot_Location","YearBuilt","Year_Remodeled","FirstExterior","SecondExterior","MasonryVeneer_Type","Neighborhood","Overall_Quality","Overall_Condition","Sale_Condition","Actual Price","Predicted Sale Price","MLR Complete"
"2Story",3,2.5,"Attchd",2020,"Inside",1995,1995,"VinylSd","VinylSd","None","SawyerW",8,5,"Normal",239500,267863.7524527847,267914.87684318935
"2Story",3,2.5,"Attchd",1600,"Inside",1997,1997,"VinylSd","VinylSd","None","Gilbert",6,5,"Normal",169000,185446.8940545043,185144.05546309846
"1Story",2,1,"Detchd",986,"Corner",1926,1950,"Wd Sdng","Wd Sdng","None","BrkSide",6,5,"Normal",102000,132064.14927335532,111183.32486070553
"1.5Fin",3,1,"Attchd",1252,"Inside",1950,1950,"VinylSd","VinylSd","None","NAmes",6,5,"Abnorml",119000,148203.55407437697,138410.6159866394
"1.5Fin",2,1,"0",1020,"Inside",1875,1996,"VinylSd","VinylSd","None","Sawyer",5,8,"Normal",94000,128720.0150140843,97122.06602863548
"1Story",2,2,"Attchd",1567,"Inside",1977,1977,"Plywood","ImStucc","None","Mitchel",6,5,"Normal",196000,175847.8606755039,192546.5978818126
"1Story",3,1,"Detchd",1167,"Inside",1920,1950,"Stucco","Stucco","None","BrkSide",5,5,"Normal",144000,114066.99323974727,89695.78277866682
"1Story",2,1,"Detchd",952,"Corner",1951,1951,"HdBoard","HdBoard","None","NAmes",5,7,"Abnorml",139000,101534.42400271064,109158.1526477607
"2Story",4,2.5,"Attchd",1868,"CulDSac",1976,1976,"Plywood","Plywood","BrkFace","NWAmes",5,7,"Normal",197500,161967.20907038043,177439.7812771264
"2Story",4,3,"BuiltIn",2828,"Inside",2006,2007,"VinylSd","VinylSd","Stone","CollgCr",8,5,"Partial",424870,320385.9805665539,326091.95071264636
"1Story",3,1,"0",1006,"Inside",1959,1959,"Wd Sdng","Plywood","None","Sawyer",5,3,"Normal",80000,108910.35174932133,105891.52005094034
"1.5Fin",2,1,"Detchd",924,"Inside",1941,1950,"MetalSd","MetalSd","None","Edwards",4,4,"Normal",80000,70343.8686511273,75139.23837441625
"1.5Fin",3,1,"Detchd",1576,"Inside",1928,1950,"MetalSd","MetalSd","None","BrkSide",5,6,"Family",149000,138882.84498267155,138434.62063460844
"1Story",3,2,"Attchd",1298,"Inside",1985,1985,"Wd Sdng","Wd Shng","BrkFace","SawyerW",6,5,"Normal",180000,163625.93973515974,168373.7859905297
"2Story",3,1.5,"Attchd",1564,"Inside",1941,1950,"MetalSd","MetalSd","None","Crawfor",7,7,"Normal",174500,193461.22433327022,183304.92627781467
"1.5Fin",2,1,"Detchd",1111,"Inside",1926,1950,"Wd Sdng","Wd Sdng","None","OldTown",7,7,"Normal",116900,168627.68827355214,165287.82502004574
"2Story",3,1,"Detchd",1482,"Inside",1920,1988,"VinylSd","VinylSd","None","OldTown",7,9,"Normal",143000,210610.57006888895,183242.0453768922
"1Story",2,1,"Attchd",932,"Inside",1950,1950,"BrkFace","BrkFace","None","NAmes",6,5,"Normal",124000,128787.72874983963,131795.99278046843
"1Story",3,1.5,"Attchd",1466,"Inside",1959,1959,"HdBoard","Plywood","BrkFace","Edwards",5,4,"Normal",149900,134168.60898801367,136294.49049819144
"1Story",2,1,"Attchd",1811,"Inside",1956,2004,"Stone","Stone","None","Crawfor",6,7,"Abnorml",230000,209792.24769406946,205416.47323239734
"1Story",2,1,"Detchd",816,"Corner",1930,2007,"Wd Sdng","Wd Sdng","None","IDOTRR",6,8,"Normal",120500,150958.48103424686,124325.11388811981
"2Story",4,2,"Attchd",1820,"Inside",1965,1988,"VinylSd","VinylSd","Stone","NAmes",7,6,"Normal",201800,225814.55223727133,209615.42770382552
"1Story",3,2,"Attchd",1437,"Corner",1976,2004,"Plywood","Plywood","None","Veenker",5,8,"Normal",218000,152816.78628255686,182138.8550582917
"SLvl",3,2,"Attchd",1265,"Inside",1965,1999,"BrkFace","BrkFace","None","NAmes",5,8,"Normal",179900,139818.58815618366,136017.42925825552
"1Story",2,2,"Attchd",1314,"Inside",2007,2008,"VinylSd","VinylSd","Stone","NridgHt",7,5,"Normal",230000,205362.04650058423,220724.9543098237
"1Story",3,2,"Attchd",1580,"FR2",2007,2008,"VinylSd","VinylSd","Stone","Somerst",8,5,"Partial",235128,250480.68353440534,263009.6270666546
"2Story",4,2.5,"Attchd",1876,"Inside",1974,1974,"HdBoard","HdBoard","BrkFace","NWAmes",6,6,"Normal",185000,190406.96013051955,189493.32240954018
"2Story",3,2.5,"Attchd",1456,"Inside",1978,1978,"Plywood","Brk Cmn","None","NPkVill",6,5,"Normal",146000,166973.44300361184,160638.4279874442
"1Story",3,1,"Detchd",1640,"CulDSac",1954,2006,"HdBoard","HdBoard","BrkFace","Crawfor",6,7,"Normal",224000,200441.7928420436,191051.34109303844
"1Story",3,1,"Attchd",894,"Inside",1968,1968,"VinylSd","VinylSd","None","Sawyer",5,5,"Normal",129000,106726.75851171516,114204.92030195193
"SFoyer",0,1,"CarPort",1258,"Inside",1969,1969,"Plywood","Plywood","None","Sawyer",4,4,"Alloca",108959,100345.46598846381,126197.7269456319
"SLvl",2,1.5,"Attchd",1432,"FR2",1978,1978,"Plywood","Plywood","None","Veenker",5,7,"Normal",194000,141842.00720213226,174226.57382727694
"1Story",3,2,"Attchd",1502,"Inside",2009,2009,"VinylSd","VinylSd","Stone","NridgHt",7,5,"Partial",233170,217281.28228163678,232483.63543876098
"1Story",3,2,"Attchd",1694,"Corner",2008,2008,"VinylSd","VinylSd","Stone","CollgCr",8,5,"Normal",245350,257397.57130627177,261503.45764343534
"2Story",3,2.5,"Attchd",1671,"Inside",2000,2000,"VinylSd","VinylSd","None","Gilbert",6,5,"Normal",173000,191292.09550704664,193415.80612838222
"2Story",4,2,"Basment",2108,"Corner",1935,1986,"Stucco","Stucco","None","Edwards",6,7,"Normal",235000,213284.68599078173,194519.92016789992
"2Story",4,3.5,"Attchd",3627,"CulDSac",1995,1996,"HdBoard","HdBoard","BrkFace","NoRidge",10,5,"Normal",625000,418534.5197922712,422931.9770318223
"SLvl",3,1,"Attchd",1118,"Inside",1977,1977,"Plywood","Plywood","None","Mitchel",6,6,"Normal",171000,153909.01409767263,148002.99064306193
"1Story",3,1,"Attchd",1261,"Inside",1958,1958,"MetalSd","MetalSd","None","NAmes",6,6,"Normal",163000,152849.13138472458,160918.80850459565
"2Story",2,2.5,"Detchd",1250,"Inside",2006,2007,"MetalSd","MetalSd","None","Somerst",7,5,"Normal",171900,198314.4513674598,197143.1313542556
"1.5Fin",3,3,"0",3086,"Inside",1946,1994,"MetalSd","MetalSd","None","ClearCr",5,6,"Normal",200500,242440.59379853436,270461.16628199676
"2Story",4,2.5,"Detchd",2345,"Inside",1932,1950,"Wd Sdng","Wd Sdng","None","Crawfor",6,8,"Normal",239000,206564.75745250954,203582.48042926006
"1.5Fin",4,2.5,"Attchd",2872,"Inside",1992,2000,"HdBoard","HdBoard","BrkFace","NoRidge",8,5,"Normal",285000,322120.5793937997,338363.51954260794
"1Story",3,1,"Attchd",923,"CulDSac",1984,1985,"HdBoard","Plywood","None","Mitchel",5,5,"Normal",119500,117197.77053082827,128627.819816689
"1.5Fin",3,1,"Detchd",1224,"Inside",1926,2004,"MetalSd","MetalSd","None","OldTown",6,8,"Normal",115000,174176.34311437132,155174.86300989427
"1.5Fin",3,1.5,"Detchd",1343,"FR2",1921,1950,"Wd Sdng","Wd Sdng","None","Crawfor",5,6,"Normal",154900,122093.70550291274,114579.28297860897
"1Story",3,1,"0",1124,"Corner",1954,1954,"Wd Sdng","Wd Sdng","None","Edwards",5,5,"Normal",93000,113507.74532331008,120806.99985900591
"2Story",4,2.5,"Attchd",2514,"Corner",1990,1991,"MetalSd","MetalSd","None","Timber",7,5,"Normal",250000,266807.94695319224,282107.7593149906
"1Story",2,2,"Attchd",1652,"Inside",2008,2008,"CemntBd","CmentBd","Stone","Crawfor",8,5,"Partial",392500,254849.24423242622,269946.46457261615
"2Story",4,3.5,"Attchd",4476,"Corner",1996,1996,"Wd Sdng","ImStucc","None","NoRidge",10,5,"Abnorml",745000,470047.1313564343,481773.6681626921
"1Story",2,1,"Detchd",1130,"Inside",1920,1950,"Stucco","Stucco","None","OldTown",5,6,"Normal",120000,111822.03843659765,110348.6622237498
"1Story",3,1.5,"2Types",1572,"Inside",1963,1963,"MetalSd","MetalSd","BrkFace","Timber",5,4,"Normal",186700,142649.85473831417,157571.22004878707
"1.5Fin",4,1,"Attchd",1221,"Inside",1924,1950,"AsbShng","AsbShng","None","Edwards",5,7,"Normal",104900,117343.41376326296,114378.00501887687
"2Story",3,2,"CarPort",1699,"Corner",1900,1970,"HdBoard","HdBoard","None","OldTown",3,5,"Abnorml",95000,93332.12310326908,60827.27849061857
"1Story",2,2,"Attchd",1624,"Corner",1994,1995,"ImStucc","ImStucc","None","NoRidge",8,5,"Normal",262000,246488.66027899983,258244.22644279338
"2Story",3,2.5,"Attchd",1660,"Inside",2002,2002,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",195000,220628.78555008888,209353.34912551777
"2Story",3,2.5,"Attchd",1804,"Inside",1999,1999,"VinylSd","VinylSd","None","Gilbert",7,5,"Normal",189000,227828.59173747007,224593.39137234841
"1Story",3,1,"2Types",1622,"Inside",1961,1975,"MetalSd","MetalSd","Stone","Mitchel",4,4,"Normal",168000,125505.59771244628,145349.03637835337
"2Story",2,2.5,"Detchd",1441,"Inside",1999,2000,"MetalSd","MetalSd","BrkFace","Somerst",8,5,"Normal",174000,235295.43552063435,225295.8444369263
"1.5Fin",3,1,"Detchd",1472,"Inside",1925,1994,"VinylSd","VinylSd","None","OldTown",5,8,"Normal",125000,155119.99147921952,153415.78866142803
"1Story",2,2,"Attchd",1224,"FR2",1999,1999,"VinylSd","VinylSd","BrkFace","Mitchel",6,5,"Normal",165000,166310.16776927677,178069.7524511041
"2Story",4,1.5,"Attchd",1352,"Corner",1969,1969,"HdBoard","HdBoard","Stone","Sawyer",6,7,"Normal",158000,161355.33747781545,171057.14809510927
"2Story",3,2.5,"Attchd",1456,"Inside",2005,2005,"VinylSd","VinylSd","None","Gilbert",6,5,"Normal",176000,180809.2798815575,178936.00202838192
"2Story",4,2.5,"BuiltIn",1863,"Inside",2006,2006,"VinylSd","VinylSd","None","Gilbert",7,5,"Partial",219210,234995.45335188977,227267.69129071664
"2.5Unf",3,1,"Detchd",1690,"Corner",1916,1950,"MetalSd","MetalSd","None","OldTown",7,6,"Normal",144000,203758.19722013688,185147.87088380172
"1Story",3,2,"Attchd",1212,"Inside",2001,2001,"VinylSd","VinylSd","None","CollgCr",7,5,"Normal",178000,195586.1833581798,188013.4475362755
"1Story",3,1.5,"Attchd",1382,"Inside",1963,1979,"HdBoard","HdBoard","BrkFace","Sawyer",4,5,"Normal",148000,110341.49066526072,124779.92413867405
"1Story",3,1,"Attchd",864,"Inside",1970,1970,"MetalSd","MetalSd","None","NAmes",4,5,"Abnorml",116050,76952.1694605141,74301.36543380236
"2Story",3,2.5,"Attchd",1779,"Corner",1998,1998,"VinylSd","VinylSd","None","CollgCr",7,5,"Normal",197900,225799.29198110368,223157.87227140414
"1.5Fin",3,1,"Detchd",1348,"Corner",1925,1997,"Wd Sdng","Wd Sdng","None","BrkSide",5,8,"Normal",117000,149133.67437462194,137501.76197626023
"1Story",3,2,"Attchd",1630,"Inside",2000,2001,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",213000,220948.1051883567,219328.08738407888
"1Story",3,1.5,"Attchd",1074,"Inside",1975,1975,"HdBoard","HdBoard","None","NWAmes",5,6,"Normal",153500,118583.23741164547,133618.63765138248
"1Story",3,2,"Attchd",2196,"CulDSac",1990,1991,"HdBoard","HdBoard","BrkFace","SawyerW",7,7,"Normal",271900,250165.46220226336,284645.10025530565
"1Story",2,1,"Detchd",1056,"Inside",1966,1966,"HdBoard","HdBoard","None","SawyerW",4,4,"Normal",107000,86551.91104368898,107299.91907035164
"1Story",3,2,"Attchd",1700,"Inside",2003,2003,"VinylSd","VinylSd","BrkFace","CollgCr",6,5,"Normal",200000,197240.96155107356,206804.87949223863
"1Story",3,1,"Detchd",1283,"Inside",1962,1980,"MetalSd","MetalSd","None","NAmes",5,7,"Normal",140000,136478.38200649837,148200.1861009081
"1Story",3,2,"Attchd",1660,"CulDSac",2006,2006,"VinylSd","VinylSd","Stone","Somerst",8,5,"Partial",290000,254309.76305976592,269801.24381294195
"2Story",3,2.5,"Attchd",1845,"Inside",1992,1992,"Wd Sdng","Wd Sdng","None","SawyerW",6,5,"Normal",189000,197749.94330416882,209253.24807692692
"1.5Fin",4,2,"Basment",1752,"Inside",1988,2005,"Wd Sdng","Wd Sdng","None","Gilbert",8,7,"Normal",164000,259379.37443768352,254546.1438569862
"1Story",2,1,"Attchd",672,"Inside",1941,1950,"MetalSd","MetalSd","None","Edwards",4,6,"Normal",113000,55053.90620805416,63709.90203825617
"SLvl",0,0,"Attchd",960,"CulDSac",1965,2001,"VinylSd","VinylSd","None","Sawyer",4,9,"Normal",145000,103966.49087802865,149279.00338144577
"SFoyer",3,1,"Attchd",999,"Inside",1962,1962,"MetalSd","MetalSd","None","NAmes",5,5,"Normal",134500,110022.94577900771,103639.22774701985
"1Story",3,1,"Detchd",894,"Inside",1966,1966,"VinylSd","VinylSd","None","Sawyer",5,5,"Normal",125000,105701.88170594141,108789.01924138097
"1.5Fin",4,2,"Attchd",1902,"Inside",1978,1978,"VinylSd","VinylSd","None","Sawyer",6,5,"Normal",112000,196686.24121501582,213644.79703756887
"1Story",3,2,"Attchd",1314,"Inside",2009,2009,"CemntBd","CmentBd","Stone","Somerst",8,5,"Partial",229456,234853.71713627054,241916.07665703213
"1.5Fin",2,1,"0",912,"Inside",1947,1950,"AsbShng","AsbShng","None","BrkSide",4,5,"Normal",80500,69615.77520145715,89745.11289216927
"2Story",3,1.5,"0",1218,"Inside",1971,1971,"CemntBd","CmentBd","BrkFace","BrDale",6,5,"Abnorml",91500,154249.8374289392,125610.66708490928
"1Story",2,1,"Attchd",912,"Inside",1964,1964,"Wd Sdng","Wd Sdng","None","NAmes",5,5,"Abnorml",115000,105769.14507467288,102717.36847797548
"1Story",3,1,"Attchd",1211,"Inside",1968,1968,"HdBoard","HdBoard","None","Sawyer",5,5,"Normal",134000,125960.56047383495,142474.050225951
"1.5Fin",3,2,"Attchd",1846,"Inside",1949,1950,"Wd Sdng","Wd Sdng","BrkFace","NAmes",6,6,"Normal",143000,178940.1965023892,194399.85623189504
"1Story",4,2,"Detchd",2136,"Inside",1951,1951,"Wd Sdng","Wd Sdng","BrkFace","NAmes",5,3,"Normal",137900,168068.9943728386,163113.0850527226
"2Story",3,2.5,"Attchd",1490,"Inside",2004,2005,"VinylSd","VinylSd","None","Gilbert",7,5,"Normal",184000,211851.44355508906,201778.9397492411
"SLvl",3,1,"Attchd",1138,"Inside",1958,1958,"VinylSd","VinylSd","BrkFace","NAmes",6,8,"Normal",145000,145386.17352560555,143585.63783374988
"2Story",4,2.5,"BuiltIn",1933,"CulDSac",2007,2007,"VinylSd","VinylSd","Stone","Somerst",6,5,"Normal",214000,210775.87131171973,223479.25491303485
"1Story",2,1,"Detchd",912,"Corner",1965,2008,"VinylSd","VinylSd","BrkFace","NAmes",5,8,"Normal",147000,128316.43480169548,134695.41835659742
"1Story",1,1.5,"Attchd",1702,"Corner",2008,2008,"MetalSd","MetalSd","BrkFace","NridgHt",9,5,"Partial",367294,289514.1908375147,311177.7111569075
"SLvl",4,2,"Basment",1507,"Inside",1960,1960,"BrkFace","HdBoard","None","NAmes",5,5,"Normal",127000,134516.7083452768,123481.36393953813
"1.5Fin",4,3,"BuiltIn",2620,"Inside",1977,1977,"Plywood","Plywood","None","Sawyer",5,5,"Normal",190000,205454.84532059994,241350.10661412333
"SLvl",3,1,"Attchd",1190,"Inside",1962,1962,"Wd Sdng","Wd Sdng","BrkFace","NAmes",5,6,"Normal",132500,121611.76651959092,118290.16231838241
"1Story",2,2,"CarPort",1224,"FR2",1962,1962,"HdBoard","HdBoard","None","NAmes",4,5,"Normal",101800,89391.48239686343,111512.63339368417
"1Story",3,1,"Attchd",1188,"Inside",1959,1959,"Plywood","Plywood","BrkFace","NAmes",5,5,"Abnorml",142000,119953.10240265194,110699.13111988944
"2Story",4,1.5,"0",1964,"Inside",1911,1950,"MetalSd","MetalSd","None","SWISU",5,6,"Abnorml",130000,159772.54152334298,134567.0533933621
"2Story",4,1.5,"Detchd",1784,"Inside",1914,1950,"Wd Sdng","Wd Sdng","None","Crawfor",5,5,"Normal",138887,148851.13977829073,115899.0001418977
"2Story",2,2.5,"BuiltIn",1626,"Inside",2003,2003,"VinylSd","Wd Shng","Stone","NridgHt",7,5,"Normal",175500,219078.29251224367,228682.8019649475
"2Story",4,2.5,"BuiltIn",1948,"FR2",2004,2005,"VinylSd","VinylSd","None","CollgCr",7,5,"Normal",195000,239640.34355083312,229141.830407504
"1Story",3,1.5,"Detchd",1141,"Inside",2005,2005,"VinylSd","VinylSd","None","SawyerW",6,5,"Abnorml",142500,167000.81015837623,160178.4722345809
"1Story",2,2,"Attchd",1484,"Inside",2006,2006,"VinylSd","VinylSd","BrkFace","Timber",8,5,"Normal",265900,243631.0591312704,252389.12070435355
"2Story",3,2.5,"Attchd",1768,"Inside",2003,2003,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",224900,227694.0650000071,219261.9113151068
"1Story",3,2,"Attchd",1689,"Inside",2007,2007,"VinylSd","VinylSd","Stone","Somerst",7,6,"Partial",248328,227602.52839988953,255798.14837312116
"SFoyer",3,2,"Attchd",1173,"Inside",1974,1974,"Plywood","Plywood","BrkFace","NWAmes",7,6,"Family",170000,179384.04276880616,158017.07422451628
"1Story",2,2.5,"Attchd",2076,"Inside",2006,2006,"VinylSd","VinylSd","0","NridgHt",10,5,"Partial",465000,334856.8087819333,331088.9878904859
"2Story",3,1,"Detchd",1517,"Corner",1929,1950,"BrkFace","Stucco","None","Crawfor",8,7,"Normal",230000,222240.74888685832,199879.1763294309
"SLvl",3,3.5,"BuiltIn",1868,"Inside",1984,2003,"VinylSd","VinylSd","BrkFace","NWAmes",6,7,"Abnorml",178000,199478.2948504654,178166.1722498159
"2Story",3,2.5,"Attchd",1553,"Inside",2005,2006,"VinylSd","VinylSd","None","Somerst",7,5,"Partial",186500,216186.37256874423,219532.54021591437
"SLvl",3,1,"Attchd",1034,"Inside",1976,1976,"HdBoard","HdBoard","BrkFace","Mitchel",6,5,"Normal",169900,148299.9215470947,131370.1513822358
"2.5Unf",3,1.5,"Detchd",2058,"Inside",1917,1950,"AsbShng","AsbShng","None","OldTown",6,5,"Normal",129500,194455.17244522527,184079.51338454895
"1Story",3,1,"Attchd",988,"Inside",1950,1950,"MetalSd","MetalSd","None","NAmes",5,7,"Normal",119000,103206.26594883422,117008.90834422852
"1Story",3,2.5,"Attchd",2110,"Corner",1968,1968,"BrkFace","BrkFace","None","NAmes",7,5,"Normal",244000,230509.38421456568,243849.74633504264
"1Story",2,2,"Attchd",1405,"Corner",2003,2003,"VinylSd","Wd Shng","Stone","NridgHt",7,5,"Normal",171750,208321.22981281515,229133.0092352496
"1Story",3,1,"Attchd",874,"Inside",1968,1968,"HdBoard","HdBoard","None","Mitchel",5,6,"Normal",130000,105513.26942893158,114885.25047477637
"2Story",3,2.5,"Attchd",2167,"Inside",1974,2003,"Wd Sdng","Wd Sdng","None","Veenker",7,7,"Normal",294000,251903.17220153956,259689.90327406232
"2Story",3,2.5,"BuiltIn",1656,"Inside",2003,2004,"VinylSd","VinylSd","Stone","Edwards",7,5,"Normal",165400,221410.96453930592,215975.42755347933
"1.5Fin",3,1,"Detchd",1367,"Inside",1931,1950,"Wd Sdng","Wd Sdng","None","BrkSide",6,6,"Normal",127500,155181.11630038256,146005.90146969655
"1Story",2,2,"Attchd",1987,"Corner",1994,1994,"HdBoard","HdBoard","BrkFace","NoRidge",8,5,"Normal",301500,268001.04872863495,285795.8755759166
"1Story",2,1,"0",864,"Corner",1922,1950,"Wd Sdng","Wd Sdng","None","Edwards",5,8,"Normal",99900,95682.633635576,103431.22953769285
"SLvl",2,2,"Attchd",1166,"Inside",2005,2005,"VinylSd","VinylSd","Stone","Gilbert",7,5,"Normal",190000,194844.9120793251,187307.4428144307
"1Story",3,1.5,"Attchd",1054,"FR2",1969,1969,"HdBoard","HdBoard","None","NAmes",6,8,"Normal",151000,143274.35014434007,160266.5111353579
"2Story",3,2.5,"BuiltIn",1675,"CulDSac",1999,1999,"VinylSd","VinylSd","None","Gilbert",6,5,"Normal",181000,191022.3549207165,193502.53227665788
"1Story",2,1,"Attchd",1050,"Inside",1956,1956,"MetalSd","MetalSd","None","NAmes",5,6,"Normal",128900,110042.71252278458,130190.77040386316
"1.5Fin",5,1,"Attchd",1788,"Inside",1957,1989,"Wd Sdng","Wd Sdng","None","ClearCr",4,5,"Normal",161500,142751.6947399663,140706.34002203448
"2Story",3,1,"Detchd",1824,"Inside",1919,1950,"Wd Sdng","Wd Sdng","None","BrkSide",6,6,"Normal",180500,182909.34184198742,162076.98744353163
"1Story",2,2,"Attchd",1337,"Inside",1998,1999,"MetalSd","MetalSd","None","NAmes",6,5,"Abnorml",181000,173166.381087004,175459.9182889897
"2Story",3,2.5,"Detchd",1452,"FR3",1999,1999,"MetalSd","MetalSd","BrkFace","Somerst",7,5,"Normal",183900,206471.183880479,197022.07357143634
"2.5Unf",4,1.5,"Detchd",1889,"Inside",1910,1950,"Wd Sdng","Wd Sdng","None","OldTown",7,4,"Normal",122000,213180.42192850343,167073.7906534553
"1Story",3,2,"Attchd",2018,"Inside",2008,2009,"Stucco","CmentBd","None","Timber",9,5,"Normal",378500,306547.7650830521,312602.2376084931
"1.5Fin",4,3.5,"BuiltIn",3447,"Inside",1935,1997,"Stucco","Stucco","BrkFace","Crawfor",8,9,"Normal",381000,350167.09198450693,351954.77404870884
"1.5Fin",3,1.5,"Attchd",1524,"Inside",1958,1958,"MetalSd","MetalSd","BrkFace","NAmes",5,5,"Normal",144000,137175.2889251992,153680.03122581495
"1Story",0,0.5,"Attchd",1524,"Inside",1979,1979,"Plywood","Plywood","None","ClearCr",7,6,"Normal",260000,211198.94318208264,247954.537093997
"1Story",3,2,"Attchd",1489,"Inside",1968,1968,"BrkFace","BrkFace","None","NWAmes",6,7,"Normal",185750,166503.30762666604,185595.73289241525
"1Story",3,1,"Attchd",935,"CulDSac",1965,1965,"HdBoard","Plywood","BrkFace","Sawyer",5,6,"Normal",137000,107677.09592276087,122684.33715001657
"SLvl",2,1,"Basment",1357,"Corner",1959,2006,"Plywood","Plywood","BrkFace","Edwards",6,7,"Normal",177000,183270.9223206559,169210.18897924642
"1.5Fin",3,2,"Detchd",1250,"Corner",1910,2003,"Wd Sdng","Wd Shng","None","Crawfor",5,6,"Normal",139000,140958.2249556435,98861.4917430908
"2Story",4,2,"Detchd",1920,"Corner",1948,1950,"AsbShng","AsbShng","Stone","NAmes",5,5,"Normal",137000,154450.87387588902,159253.72945330292
"2Story",3,1.5,"Attchd",1395,"CulDSac",1972,1972,"HdBoard","Plywood","None","NWAmes",6,6,"Normal",162000,165501.6542144608,174010.4703906339
"SLvl",3,1.5,"Attchd",1724,"CulDSac",1967,1976,"HdBoard","HdBoard","BrkFace","NWAmes",6,5,"Normal",197900,187513.30323779825,182647.69676604494
"2Story",3,2.5,"Attchd",2031,"Inside",2002,2002,"VinylSd","VinylSd","0","CollgCr",8,5,"Normal",237000,272118.2402685238,254581.25017848355
"1.5Fin",2,1,"Detchd",1128,"Inside",1920,1950,"MetalSd","MetalSd","None","IDOTRR",4,4,"Abnorml",68400,82721.45729551985,64409.76348814159
"1Story",3,2,"Attchd",1573,"Inside",2002,2002,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",227000,218002.09970531036,215934.94167333632
"1Story",2,2,"Attchd",1339,"CulDSac",1990,1990,"HdBoard","HdBoard","BrkFace","Timber",7,5,"Normal",180000,197655.01660209993,211281.42777643935
"1Story",3,2,"Detchd",1040,"Inside",1977,2008,"HdBoard","HdBoard","None","CollgCr",5,7,"Normal",150500,130778.78160085026,125249.70679922565
"2Story",4,3,"0",1824,"Corner",1971,1971,"MetalSd","Wd Shng","None","Mitchel",6,5,"Normal",139000,183062.58164129153,179590.31770299235
"1.5Fin",4,2,"Detchd",2447,"Inside",1919,1990,"Wd Sdng","Wd Shng","None","SWISU",6,7,"Normal",169000,235903.07955551098,227100.30972537096
"1.5Fin",4,1,"Detchd",1412,"Inside",1939,1950,"MetalSd","MetalSd","None","BrkSide",6,6,"Normal",132500,157911.4667366456,147143.6709589723
"1Story",3,1.5,"Attchd",1328,"Inside",1963,1963,"HdBoard","HdBoard","BrkFace","NWAmes",6,5,"Normal",143000,156824.5201611539,157469.16267011734
"1Story",4,2,"Attchd",1582,"Inside",1964,1964,"Wd Sdng","Wd Sdng","BrkCmn","ClearCr",5,5,"Normal",190000,141117.04601726274,133244.61477519013
"1Story",2,2,"Attchd",1659,"Inside",2000,2000,"CemntBd","CmentBd","None","StoneBr",8,5,"Normal",278000,251174.45818830546,267213.9819789778
"2Story",3,2.5,"BuiltIn",1970,"Inside",2006,2006,"VinylSd","VinylSd","Stone","NridgHt",8,5,"Partial",281000,270466.8521775814,274651.2623780393
"SLvl",3,1,"Attchd",1152,"Corner",1964,1964,"Wd Sdng","HdBoard","BrkFace","NAmes",5,7,"Normal",180500,120331.01406807588,123818.18131724442
"2Story",3,2.5,"Detchd",1302,"Inside",1972,1972,"CemntBd","CmentBd","BrkFace","BrDale",5,7,"Normal",119500,125575.71441605753,122875.59717340488
"2Story",4,2,"Attchd",2372,"Corner",1892,1965,"Wd Sdng","Wd Sdng","None","OldTown",5,4,"Normal",107500,189562.30319010117,154208.3262398739
"2Story",4,2.5,"Attchd",1664,"Inside",1976,1976,"HdBoard","HdBoard","None","NWAmes",7,5,"Normal",162900,207548.0848915868,191214.9543854911
"1Story",2,1,"Detchd",864,"Inside",1955,1990,"WdShing","Plywood","None","Edwards",5,7,"Normal",115000,116180.16975105109,112106.8672989395
"1Story",3,1.5,"Attchd",1052,"Inside",1968,1968,"HdBoard","HdBoard","BrkFace","NAmes",5,5,"Normal",138500,113661.3306003754,115940.7587183686
"1Story",3,2,"Attchd",1128,"Inside",1963,1963,"MetalSd","MetalSd","BrkFace","NAmes",5,6,"Normal",155000,113058.40543518854,118665.7576950586
"SFoyer",2,2,"Basment",1072,"Inside",2005,2006,"VinylSd","VinylSd","BrkFace","Edwards",6,5,"Partial",140000,160674.7195603297,156844.65420552553
"2Story",3,2.5,"Attchd",5642,"Corner",2008,2008,"Stucco","Stucco","Stone","Edwards",10,5,"Partial",160000,552246.7890480198,628815.7349151068
"1Story",3,1.5,"Attchd",1246,"Inside",1959,1994,"BrkFace","BrkFace","None","NAmes",5,7,"Normal",154000,138755.57317843495,143791.55617468664
"2Story",3,2.5,"Attchd",1983,"CulDSac",1999,1999,"VinylSd","VinylSd","None","Gilbert",7,5,"Normal",225000,238689.31902838312,242227.74703553272
"2Story",3,1,"Attchd",1494,"Inside",1942,1950,"Wd Sdng","Wd Sdng","None","Crawfor",6,7,"Normal",177500,162886.7719760583,161610.38442328502
"2Story",4,2.5,"Attchd",2526,"Inside",1994,1994,"VinylSd","VinylSd","BrkFace","NoRidge",8,5,"Normal",290000,298052.58784432244,294251.19384693634
"1Story",3,2,"Attchd",1616,"Inside",2005,2005,"VinylSd","VinylSd","BrkFace","Somerst",7,5,"Normal",232000,222148.41644195572,231641.32154866587
